new_ID,Age,Gender,Grade,TYPEOFSC,shift_school,School transport,Transport_2or3wheelers,Travel_Accompany,Travel-accompany1,Travel-accompany2,TimeSchool,time_school,SchoolHomeTransport,home_schooltransportusual,Returned_Travel_Accompany,Parents_Trust,Cross_road,Allow_Public_Bus,Visit_Friend_Home,Visit_Relatives,Worship_Place,Visit_Shop,Dineout,Visit_Cinema,Friends_Dark,Play_Ground,Play_Score,Went_for_Walk,Went_Concert,Went_Club,Library,Café,Tuition,Part_time_work,Any_Activity,activity_alone,activity_independent,Q15R,weekend,RTI,RTI_Consult
1114,17,Girl,10,Public,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,yes,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
1115,16,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
1118,18,Girl,10,Public,both morning and evening shifts,walk,walk,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
1175,16,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,yes,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
1121,19,Girl,10,Public,both morning and evening shifts,walk,walk,Mix,Mix,Mix,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,visit with adult,2,There was an activity,activity,0,0
1123,16,Girl,10,Public,both morning and evening shifts,walk,walk,Parent,Parent,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Always,yes,no,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
1125,17,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,yes,yes,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
1178,17,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
1128,14,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,yes,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
1129,16,Girl,10,Public,both morning and evening shifts,walk,walk,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
1130,15,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,16 to 30 mins,16-30 min,Public Bus,4 wheelers,Child of same age or younger,Always,yes,yes,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
1132,16,Girl,10,Public,both morning and evening shifts,walk,walk,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Parent,Sometime,no,yes,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Mix,visit with adult,2,There was an activity,activity,0,0
1185,16,Boy,9,Public,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,> 46 mins,more than 30 min,Walk,walk,Child of same age or younger,Always,yes,yes,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Mix,mix,2,There was an activity,activity,0,0
1190,14,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Older child / teenager,Always,yes,yes,Not Done,On Your own or with other young person,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Mix,mix,2,There was an activity,activity,1,1
1143,15,Girl,10,Public,both morning and evening shifts,Motorcycle,2 or 3 wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Motorbike,2 or 3 wheelers,Parent,Always,yes,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,visit alone,1,No Activity,activity,1,1
1146,16,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
1196,14,Girl,8,Public,morning shift only,walk,walk,Parent,Parent,Merged Parent and Adult,16 to 30 mins,16-30 min,Walk,walk,Child of same age or younger,Sometime,no,missing,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
1197,16,Girl,8,Public,morning shift only,walk,walk,Older child / teenager,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Never,no,no,With a parent or other adult,On Your own or with other young person,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Mix,mix,2,There was an activity,activity,0,0
1158,17,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,16 to 30 mins,16-30 min,Walk,walk,Child of same age or younger,Always,no,missing,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,1,1
1160,17,Girl,10,Public,both morning and evening shifts,Motorcycle,2 or 3 wheelers,Another adult,Another Adult,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,On Your own or with other young person,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Mix,visit alone,1,There was an activity,activity,1,1
1198,16,Girl,8,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Never,no,no,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Mix,mix,2,There was an activity,activity,0,0
1164,17,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
1205,13,Girl,8,Public,morning shift only,Motorcycle,2 or 3 wheelers,Another adult,Another Adult,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,1,1
1210,14,Girl,8,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,no,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Mix,mix,2,There was an activity,activity,0,0
1168,15,Girl,10,Public,both morning and evening shifts,walk,walk,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Cycle,2 or 3 wheelers,Child of same age or younger,Always,yes,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
1169,16,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
1171,17,Girl,10,Public,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,16 to 30 mins,16-30 min,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
1221,17,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,Not Done,Not Done,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,On Your own or with other young person,Mix,mix,2,There was an activity,activity,0,0
1184,17,Boy,9,Public,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,31 to 45 mins,more than 30 min,Walk,walk,Child of same age or younger,Always,yes,yes,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
1222,16,Boy,9,Public,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Mix,mix,2,There was an activity,activity,1,1
1188,15,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
1189,16,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,yes,yes,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
1225,18,Boy,9,Public,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,31 to 45 mins,more than 30 min,Walk,walk,Child of same age or younger,Always,yes,yes,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,On Your own or with other young person,Mix,mix,2,There was an activity,activity,1,1
1191,14,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
1192,17,Boy,9,Public,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
